55242 91467
47209 47211 12
47209 47212 113
47210 47212 12
47210 47213 92
47210 47211 114
47212 47216 86
47213 47217 10
47213 47214 152
47213 47216 11
47214 47215 12
47214 47220 79
47218 47219 11
47219 50680 83
47219 47223 81
47220 47223 78
47220 47221 177
47221 47222 77
47222 47223 177
47224 47225 56
47226 47227 186
47226 51722 190
47227 47228 191
47228 47229 190
47229 47230 189
47230 47231 188
47231 47232 189
47232 47233 189
47233 52583 75
47234 47236 70
47234 51750 122
47235 50395 10
47235 47297 180
47235 51748 203
47236 47238 234
47237 50398 9
47237 51748 29
47237 47239 198
47238 51747 135
47239 47252 514
47239 50396 10
47240 47241 75
47240 51747 63
47241 47243 73
47242 50396 144
47242 47244 75
47243 47246 139
47244 47245 69
47245 47246 36
47245 47885 18
47246 47886 18
47247 47885 47
47247 47249 73
47248 47250 76
47248 47886 60
47249 47251 85
47250 47253 70
47251 47252 10
47251 47254 172
47252 47255 171
47253 48488 85
47254 47255 10
47254 47257 68
47255 47260 289
47256 47261 293
47256 48488 85
47257 47258 75
47258 47259 143
47259 47260 13
47259 47262 57
47260 51745 6
47260 47265 130
47261 47263 43
47262 47264 77
47263 47266 77
47264 47265 15
47264 47267 75
47265 47270 150
47266 47268 78
47267 47269 74
47268 47271 73
47269 47270 10
47269 47272 77
47270 47274 159
47271 47273 78
47272 47274 86
47273 51743 81
47274 47276 374
47275 51743 284
47276 51255 203
47276 52476 246
47277 49227 60
47277 47279 87
47278 53483 54
47278 52474 26
47279 52034 229
47279 51741 41
47280 51741 36
47280 47281 79
47282 52484 11
47282 49228 642
47283 52431 10
47283 52434 9
47283 47284 16
47284 47285 109
47285 48147 29
47286 48146 345
47286 47287 239
47287 48144 276
47288 47289 102
47289 47290 75
47290 47291 76
47291 47292 67
47292 47293 29
47293 47294 85
47294 47295 83
47295 47296 227
47296 51755 62
47297 50397 9
47297 53292 38
47298 48118 78
47298 47299 78
47299 48132 81
47300 48131 78
47300 48149 81
47301 48137 124
47301 47302 198
47302 48135 131
47302 47303 52
47304 51739 36
47305 47306 63
47306 47307 75
47307 47308 78
47308 47309 76
47309 47310 78
47310 47311 77
47311 47312 77
47312 49253 13
47312 47313 78
47313 47314 77
47314 47315 78
47315 47316 77
47316 47317 75
47317 47318 70
47318 47319 76
47319 47320 82
47320 47321 120
47321 47322 9
47322 47323 172
47323 53554 32
47323 47324 151
47324 47325 276
47325 47326 685
47326 47327 15
47326 47328 1675
47328 51721 1735
47329 47330 41
47330 47331 243
47333 47334 1091
47334 48226 18
47335 47335 71
47336 47337 17
47342 47343 25
47346 51358 39
47349 47350 20
47350 49382 103
47351 53305 319
47352 47353 30
47356 47358 33
47357 52924 25
47357 52925 36
47359 51699 145
47360 55122 52
47360 47361 25
47362 47363 13
47365 47366 20
47366 47367 25
47368 47391 262
47369 47391 60
47369 47370 324
47370 51075 196
47371 48166 94
47373 47374 90
47375 53505 47
47380 47535 85
47380 47872 154
47381 47382 76
47382 47383 166
47383 47384 79
47384 54901 125
47386 48815 79
47386 48816 78
47393 48754 41
47393 47394 40
47394 48754 43
47394 55117 54
47395 47442 354
47396 51652 52
47397 51652 22
47399 47400 31
47400 47401 37
47402 48161 226
47404 47406 26
47404 47852 28
47404 52965 114
47406 50665 29
47406 47853 60
47407 48434 129
47407 52962 27
47407 52966 22
47408 47410 39
47408 53063 29
47408 47409 43
47409 47410 34
47411 47412 55
47413 47414 44
47413 54268 87
47414 54165 11
47414 48638 28
47415 47416 19
47415 49296 204
47416 47417 29
47416 48970 209
47428 47429 17
47430 47431 40
47432 51483 49
47433 47434 21
47433 49409 58
47434 49410 61
47435 47436 80
47435 54769 65
47438 47439 24
47439 47440 100
47445 47446 109
47446 47447 108
47447 47448 64
47448 47449 78
47449 53977 79
47450 53977 5
47450 50668 219
47451 52193 71
47451 54548 28
47452 52194 89
47452 47453 71
47453 51008 61
47453 52189 80
47454 47455 21
47456 51970 9
47456 52126 130
47456 50239 121
47457 53057 54
47458 53056 6
47458 53055 10
47462 47465 48
47463 47464 14
47464 47466 80
47465 54035 34
47466 47468 117
47467 54035 61
47467 47469 117
47468 54033 72
47469 47471 98
47470 54194 15
47470 54192 43
47470 54033 26
47471 54196 16
47472 54195 29
47472 54196 40
47472 54031 9
47473 54031 76
47473 47474 16
47476 47477 29
47478 53995 124
47480 47870 77
47480 47481 93
47481 47483 75
47482 47483 15
47483 47484 73
47484 47485 68
47485 47486 77
47486 47487 36
47487 47488 40
47488 47489 78
47489 52539 115
47490 54870 79
47490 54869 77
47495 47496 94
47496 47497 81
47497 47898 157
47499 47501 148
47500 47501 17
47502 52161 87
47502 52160 8
47503 51882 10
47503 49066 122
47505 47506 76
47505 47565 76
47507 53858 180
47509 53464 71
47510 53462 55
47510 47512 101
47511 47512 11
47513 53294 24
47513 53293 19
47514 47515 14
47515 47517 153
47517 47607 156
47520 49733 59
47521 53570 59
47522 47523 267
47523 51665 221
47526 51301 32
47526 47527 299
47528 53007 15
47529 53287 43
47530 47892 214
47530 47531 104
47531 47532 79
47532 47533 79
47533 47535 84
47534 47535 15
47536 47537 123
47538 49493 70
47538 47539 93
47539 47540 11
47540 53120 165
47540 47541 114
47541 47542 79
47542 47543 80
47543 47544 78
47543 50684 202
47544 49058 10
47544 53116 166
47548 47549 20
47551 49084 121
47555 50317 75
47556 47557 82
47556 47558 85
47557 47560 79
47558 50857 53
47559 47561 23
47560 48204 79
47560 51272 227
47562 47563 35
47562 53288 80
47563 47564 39
47564 47565 74
47566 47567 79
47566 48072 49
47567 53086 150
47567 47568 75
47568 54865 180
47568 53082 89
47569 48261 43
47569 49166 39
47570 49166 49
47571 47572 84
47571 48261 31
47572 53471 77
47575 47576 27
47578 47579 165
47580 53596 77
47582 54274 380
47583 47584 75
47584 47585 67
47586 49001 69
47586 47587 87
47587 47588 34
47588 49002 163
47588 55202 79
47592 52319 73
47592 47593 71
47592 48590 15
47593 52319 29
47595 52324 59
47595 52325 109
47597 52333 146
47598 53389 63
47599 52333 160
47601 50323 227
47601 53764 43
47602 50658 466
47602 51586 64
47602 53478 32
47604 54221 12
47604 47987 83
47605 47987 317
47605 51056 112
47606 47607 14
47608 47609 44
47610 52387 74
47610 47611 79
47612 47613 79
47612 48815 34
47613 47616 34
47613 47614 79
47614 47615 78
47614 47618 34
47615 47619 34
47615 47617 79
47616 47618 79
47616 48815 79
47618 47619 78
47619 47620 79
47621 51985 7
47621 47622 207
47621 49534 319
47622 52317 11
47622 47623 209
47623 47624 186
47623 52141 342
47624 47625 212
47625 47626 260
47626 47627 128
47627 52005 149
47632 51071 23
47632 51074 319
47632 53477 389
47633 49187 75
47634 50426 76
47635 50335 51
47636 48898 33
47640 47641 42
47640 48895 47
47641 53473 68
47641 48895 19
47643 50303 132
47644 48627 97
47647 47648 12
47649 50685 86
47651 51953 37
47653 47654 20
47653 54665 86
47653 51951 30
47655 47655 72
47656 47657 55
47659 51006 34
47660 47661 28
47661 52230 71
47664 54586 79
47668 53478 347
47668 50658 24
47668 51071 31
47674 47676 40
47675 47676 102
47678 49291 189
47679 53065 6
47679 47680 28
47680 49373 11
47681 47681 49
47687 47690 98
47688 47689 83
47688 47691 83
47689 47692 76
47690 47692 82
47691 52609 189
47693 49321 32
47694 52426 15
47694 52421 141
47695 47697 27
47695 50153 85
47695 47696 19
47696 47697 25
47700 50125 10
47700 50112 119
47703 50918 49
47703 53063 161
47706 47707 32
47714 48878 91
47716 48738 54
47718 51019 8
47719 47720 27
47719 54936 22
47720 54936 25
47722 50378 10
47725 50892 53
47726 48939 63
47728 51436 51
47730 47731 118
47733 48719 31
47735 51194 81
47735 52976 15
47736 47737 186
47742 47742 64
47743 47743 77
47744 47745 37
47747 47748 80
47748 47749 131
47757 50642 321
47757 49751 170
47758 48701 51
47758 53657 12
47759 49590 878
47760 51990 791
47760 51993 51
47760 51992 60
47761 47762 39
47761 47761 26
47764 47765 46
47765 55085 29
47770 47771 40
47772 51385 96
47773 52088 16
47773 52087 297
47774 52088 10
47778 52583 76
47780 54570 54
47780 54911 100
47781 47782 73
47782 54838 28
47782 47783 50
47791 47791 43
47800 47801 109
47802 54827 176
47804 47805 43
47806 52768 33
47806 52767 20
47809 49256 41
47809 52969 36
47811 48652 44
47811 50362 48
47812 50363 76
47812 48652 167
47813 49153 13
47813 47814 37
47814 47816 191
47815 47816 38
47817 47819 220
47819 55042 87
47819 47820 128
47820 47821 17
47820 47822 38
47822 47823 65
47823 47824 140
47825 47829 111
47825 47980 18
47826 47831 85
47828 47832 102
47830 47831 80
47832 48885 171
47833 47834 16
47835 47837 80
47836 47837 26
47838 52341 7
47839 54223 48
47843 48042 14
47843 54861 143
47843 49418 252
47844 48042 133
47846 47847 73
47847 47848 78
47848 47849 75
47849 47850 60
47850 47851 74
47851 47852 66
47852 47853 47
47853 47854 27
47854 47855 46
47855 47856 58
47856 47857 21
47857 47858 68
47858 47859 189
47859 47860 213
47860 47861 77
47861 47862 75
47862 48432 65
47862 47863 310
47863 47864 164
47866 47867 87
47867 47868 76
47868 47869 80
47869 47870 70
47871 47872 17
47872 47873 76
47873 47874 72
47874 47875 72
47875 47876 75
47876 47877 77
47877 47878 92
47878 47896 95
47879 47880 75
47880 47881 76
47881 47882 74
47882 47883 78
47883 47884 79
47884 47885 133
47885 47886 36
47886 47887 67
47887 47888 76
47888 47889 106
47889 47890 79
47890 47891 199
47891 47892 155
47894 47895 78
47895 48945 41
47897 47899 47
47897 47900 51
47898 47900 90
47899 47901 90
47901 47902 76
47902 47903 75
47903 47904 77
47904 47905 122
47905 47906 57
47906 53167 156
47909 47910 11
47909 47913 9
47910 47911 9
47910 47914 784
47911 47913 12
47911 47912 781
47912 47914 9
47915 47916 27
47920 47922 153
47922 47924 12
47922 47923 21
47923 47929 95
47924 51844 54
47925 47926 11
47925 47927 49
47925 54284 8
47926 54285 8
47927 51908 129
47928 47929 13
47928 54285 74
47929 54284 66
47931 54407 60
47931 47932 33
47932 54407 37
47939 53550 9
47941 49601 78
47941 47942 12
47941 49602 79
47942 47963 79
47942 47943 78
47943 47944 79
47943 49601 11
47944 47945 11
47944 47947 79
47945 47946 79
47945 49601 79
47946 47947 11
47946 47948 81
47947 49841 81
47948 49841 12
47948 52523 179
47949 52519 124
47949 49838 201
47950 49840 11
47950 47951 134
47950 49839 201
47951 47952 90
47952 47954 79
47952 47953 12
47953 49840 228
47953 47955 79
47954 47956 90
47954 47955 13
47955 47957 90
47956 47957 13
47956 47958 36
47957 47959 29
47958 47959 10
47958 47960 78
47959 47961 79
47960 47962 23
47960 47961 10
47963 49602 12
47964 47965 93
47965 47966 76
47966 47967 95
47968 53513 34
47969 50627 11
47969 49544 17
47972 47973 160
47975 54127 26
47975 47978 537
47976 47977 27
47977 53199 43
47977 52446 30
47978 52446 67
47978 54160 12
47982 55128 314
47986 49268 15
47986 49487 13
47988 47992 90
47989 47989 95
47990 48534 225
47991 53751 56
47991 53752 74
47991 51303 20
47992 52603 274
47993 51687 12
47993 53245 78
47993 51816 83
47994 51685 221
47995 47996 32
47997 53801 8
47997 51786 183
47997 54239 69
47998 51538 197
47999 48000 152
48000 48001 29
48002 48028 76
48002 48034 79
48003 48034 79
48003 48007 79
48004 48005 79
48004 48006 85
48005 48031 80
48006 48033 85
48007 48016 79
48008 48029 80
48008 48015 77
48009 48018 80
48009 48014 78
48010 48029 80
48010 49247 14
48011 48032 79
48011 48019 79
48012 48030 79
48012 48027 79
48013 48020 77
48014 48017 79
48015 48020 78
48016 48023 87
48017 48024 85
48018 48019 79
48021 48023 84
48021 48030 80
48022 48026 78
48022 48036 78
48024 48026 85
48025 48027 79
48025 48031 79
48032 48035 78
48033 48035 79
48038 51926 98
48038 52860 58
48040 53107 10
48041 54861 4
48043 48044 63
48045 48046 78
48045 48676 152
48046 48047 79
48048 54156 54
48049 54752 99
48050 48053 72
48051 48056 19
48053 54750 24
48054 48055 39
48057 48061 31
48057 48059 22
48060 48061 51
48062 48484 43
48062 53796 147
48065 51669 23
48065 51095 78
48066 48067 51
48066 48136 115
48068 54562 32
48068 48141 55
48069 52299 8
48070 48071 48
48072 55083 11
48074 53747 3
48075 48076 29
48077 48078 29
48080 48082 39
48080 48081 35
48081 48082 36
48084 48085 49
48086 48087 28
48088 48089 32
48091 48092 40
48093 52595 64
48094 48095 85
48094 51840 85
48095 50060 46
48095 48096 78
48096 48097 43
48097 50060 77
48097 53930 78
48102 48103 10
48102 53068 39
48102 51650 17
48103 53067 24
48104 49038 51
48105 48276 28
48108 54183 19
48109 48110 82
48110 54257 55
48110 54182 27
48113 54609 19
48115 48116 78
48117 48147 165
48117 48146 69
48118 48144 82
48121 49230 58
48121 49710 20
48121 49711 39
48121 49712 35
48123 52512 93
48123 48125 256
48126 48127 142
48126 48129 99
48127 48128 88
48128 48129 79
48130 48134 163
48130 48133 87
48131 48132 80
48136 49038 42
48137 48149 86
48137 49870 208
48140 53173 198
48141 54562 47
48142 48151 79
48143 48152 24
48143 48153 77
48145 48148 106
48148 52435 20
48148 52432 173
48149 49870 115
48150 48901 78
48153 53169 89
48156 53168 79
48156 48157 80
48158 55226 15
48158 51730 23
48158 48160 322
48159 48160 161
48159 49228 221
48161 48163 199
48162 49311 116
48166 49658 149
48167 48176 193
48168 48169 92
48168 48174 87
48168 48176 153
48170 52210 208
48171 48173 78
48172 48173 81
48172 54715 207
48174 49189 157
48174 48175 42
48179 48188 79
48180 53514 159
48185 48186 156
48187 48188 150
48189 50583 105
48190 48192 47
48190 48191 56
48191 48192 33
48192 48193 80
48197 50349 141
48198 48462 223
48198 53900 222
48199 50344 184
48200 53901 11
48200 48462 8
48200 51322 230
48201 51322 10
48201 51321 194
48201 48461 8
48201 49617 233
48203 51021 407
48205 51351 9
48206 51021 38
48206 51022 52
48207 51354 8
48208 51354 277
48212 48213 135
48215 48216 25
48217 49772 77
48217 48219 65
48218 49315 55
48218 54727 26
48218 49772 10
48218 49773 206
48220 48221 64
48223 54538 108
48223 49417 27
48224 52144 17
48224 53398 186
48225 48469 19
48225 51557 143
48230 48231 170
48232 48233 131
48234 48235 33
48235 48236 129
48236 48237 27
48237 48238 60
48238 54172 166
48240 54257 125
48241 48622 48
48241 48624 38
48243 49188 48
48244 48245 70
48247 48248 39
48247 50625 118
48248 48249 76
48255 48256 328
48255 52513 25
48256 51003 1855
48257 48258 37
48259 48260 21
48261 48262 196
48262 53159 12
48266 54658 5
48268 50212 44
48269 50213 11
48269 50212 34
48274 48275 31
48277 48278 267
48278 48279 49
48280 49765 13
48281 48282 78
48283 48284 80
48284 48285 43
48287 48288 268
48288 48289 261
48289 48290 203
48290 48291 72
48292 54180 42
48293 49464 97
48293 48296 98
48294 48295 89
48294 49462 90
48295 48303 84
48296 49464 8
48296 48982 82
48297 54785 80
48298 48299 89
48298 48306 10
48299 48305 10
48300 48303 8
48300 48301 56
48301 48302 9
48303 54585 9
48303 54876 77
48304 48305 101
48304 54876 80
48305 48306 89
48306 54785 78
48307 48312 44
48307 54782 53
48308 48311 79
48308 48310 57
48309 48310 95
48311 54782 79
48313 48314 4
48313 54784 82
48316 48317 129
48317 48318 229
48318 51226 12
48318 49118 13
48319 49109 113
48319 55229 236
48320 52311 16
48320 50365 82
48321 48322 82
48322 48323 79
48322 50560 195
48323 50552 193
48323 48324 78
48324 48325 83
48324 50540 191
48325 50543 188
48325 48326 83
48326 50538 185
48326 48327 78
48327 48328 82
48328 51305 40
48328 48329 81
48329 48330 79
48330 48331 81
48331 48332 74
48332 48333 58
48333 48334 67
48334 48335 33
48335 48336 72
48336 52094 15
48336 48337 86
48337 48339 17
48338 48356 222
48338 50402 116
48339 48340 97
48340 48341 77
48341 48342 26
48342 48345 140
48343 50403 32
48343 50402 60
48343 48344 24
48344 48348 104
48345 49055 23
48345 49056 14
48346 49055 9
48346 48347 53
48347 48356 292
48348 48349 39
48349 48350 69
48350 48351 84
48351 48352 65
48352 48353 84
48354 48355 118
48355 48357 282
48357 48358 87
48358 48359 75
48359 48360 76
48360 48361 48
48361 50330 111
48361 48362 210
48361 50332 113
48362 49309 94
48363 49309 108
48363 48364 223
48364 48365 165
48365 49025 199
48366 54977 88
48366 48367 74
48367 48368 41
48368 48369 37
48369 48370 85
48370 54484 99
48371 54484 16
48371 48372 91
48372 48373 144
48373 48374 113
48376 49616 79
48378 49260 88
48380 49603 51
48380 52506 66
48381 48382 44
48382 48383 93
48383 48384 87
48383 51036 12
48384 48385 89
48385 48386 90
48386 48387 90
48387 48388 90
48390 48393 291
48392 52604 13
48392 48611 24
48392 52606 151
48393 51291 203
48394 49350 79
48394 49351 77
48395 53256 78
48395 49350 237
48395 52220 158
48396 48400 158
48396 49349 88
48397 50368 37
48398 53262 466
48398 48400 129
48399 50370 9
48399 53246 89
48399 49351 77
48400 53254 88
48403 48404 178
48404 48405 351
48405 48406 139
48406 48839 157
48407 48408 12
48407 48409 147
48407 48426 403
48408 48410 147
48409 48410 12
48409 48411 996
48411 48412 107
48412 48413 12
48412 48414 195
48413 48649 55
48415 48416 115
48416 48417 333
48417 48418 190
48418 48419 11
48419 48420 96
48420 48421 164
48421 48422 96
48422 48423 176
48423 48424 178
48424 48425 168
48425 48426 16
48427 54365 38
48427 48428 88
48428 48429 82
48429 54300 203
48431 52677 49
48434 48435 76
48435 48436 79
48436 48437 79
48437 48438 81
48438 48439 77
48439 48440 62
48440 48441 100
48441 48442 82
48442 48443 76
48445 48446 30
48447 48448 21
48451 48452 10
48451 48453 187
48451 49985 65
48452 49984 66
48453 48454 200
48454 48455 487
48455 48456 86
48456 48457 210
48457 48458 79
48459 48460 172
48461 49618 233
48461 53951 11
48462 53951 228
48462 53900 11
48463 48464 52
48465 48466 98
48468 51559 113
48470 49663 78
48472 55185 70
48475 54413 19
48476 48477 27
48478 49009 70
48479 49012 46
48479 53928 150
48480 53928 36
48481 51290 13
48481 51077 33
48482 48483 39
48487 48488 206
48489 55022 8
48490 49741 87
48494 48495 80
48497 48552 82
48497 48498 84
48499 48500 10
48499 49949 11
48499 49950 69
48500 49948 10
48500 49947 116
48501 49949 174
48501 49928 127
48502 49928 59
48502 51063 57
48503 51061 52
48503 48504 74
48504 48505 70
48505 49927 52
48506 49925 51
48506 49923 54
48507 49921 49
48507 49919 50
48510 48511 174
48512 48970 211
48512 48513 367
48513 48514 391
48533 48534 15
48533 48535 82
48535 53285 61
48536 52903 7
48536 52904 10
48536 51331 33
48537 49076 202
48537 49023 16
48538 50817 56
48538 49023 66
48538 48539 87
48539 48540 88
48540 48541 97
48541 48542 94
48542 48543 94
48543 48544 96
48544 48980 114
48545 48980 55
48545 52203 28
48545 48546 83
48546 48547 81
48547 48548 80
48547 54215 82
48548 54215 10
48548 48549 105
48549 54214 11
48549 48550 104
48550 48551 12
48550 48552 105
48551 54214 104
48551 48552 108
48556 52011 62
48558 48559 77
48563 49848 26
48563 50064 75
48564 48822 628
48564 52275 9
48564 52346 15
48565 48566 107
48567 50083 109
48567 50276 109
48568 48569 40
48570 48576 222
48570 48572 10
48571 48572 17
48572 48573 78
48573 48574 88
48574 48575 89
48575 48582 90
48577 48578 14
48580 48581 37
48589 48590 196
48590 49232 18
48590 53597 138
48593 48594 20
48596 54216 280
48599 48600 42
48601 48602 9
48606 54361 59
48610 48611 14
48610 52604 29
48612 53750 538
48612 54980 293
48613 48614 31
48615 48616 26
48615 48619 58
48616 48619 62
48617 48618 23
48617 53933 38
48618 53933 30
48620 48621 211
48622 48623 26
48625 51761 20
48625 55029 97
48629 55206 87
48630 48631 177
48633 48634 22
48635 48636 15
48638 54163 135
48641 48642 21
48642 48643 12
48644 48646 74
48644 50420 160
48645 48646 23
48646 48647 25
48648 51044 62
48649 48650 99
48652 48653 67
48654 48657 29
48654 48655 78
48656 48658 12
48657 48658 62
48658 48659 29
48662 48663 141
48666 48667 13
48667 48668 14
48667 48669 46
48670 48671 68
48672 48875 35
48673 48674 186
48677 48678 36
48678 48680 36
48678 48679 21
48682 48683 78
48684 54647 30
48684 48685 135
48688 48689 83
48692 48693 66
48695 48696 45
48698 48699 126
48701 53657 60
48702 55216 60
48707 54782 83
48709 48710 4
48714 53749 17
48716 53792 81
48716 49497 78
48716 53048 273
48719 52639 520
48720 51757 149
48720 55164 80
48721 48722 30
48725 49335 172
48726 48727 14
48726 49607 7
48727 49608 7
48730 48733 57
48730 48731 8
48730 48732 54
48731 48732 54
48731 48733 57
48736 54376 157
48736 48743 153
48736 48742 82
48737 48746 90
48739 48740 50
48740 48745 20
48744 54376 224
48750 55118 193
48751 48754 112
48755 52972 98
48756 48757 73
48756 52974 84
48757 48758 12
48758 52973 70
48759 48795 79
48759 52842 203
48760 52798 142
48760 48766 76
48760 48768 76
48761 48771 79
48761 48791 79
48761 52833 202
48762 52829 203
48762 48789 78
48763 54191 141
48763 52843 199
48764 48796 89
48764 48779 76
48764 52808 196
48765 48795 77
48765 48775 79
48765 52840 203
48766 52802 159
48766 48773 77
48767 48768 89
48767 52385 10
48768 52651 138
48769 48787 79
48769 48786 79
48769 52836 203
48770 49701 79
48770 52828 203
48771 52834 201
48772 52820 201
48772 48780 77
48772 48781 86
48773 52813 83
48773 52804 168
48774 48788 75
48774 52822 201
48774 48780 77
48775 52839 202
48775 48776 78
48776 48787 79
48776 52838 202
48777 48791 79
48777 52844 201
48778 52818 201
48778 48781 86
48778 48790 75
48779 52809 188
48779 48797 76
48780 52821 201
48781 52819 201
48782 48794 79
48782 52832 202
48783 49701 79
48783 48799 79
48783 52826 203
48784 48798 99
48784 52824 208
48784 48788 70
48785 48793 79
48785 48794 79
48785 52847 202
48786 52835 203
48786 48789 78
48787 52837 203
48788 52823 201
48789 52830 203
48790 48796 76
48790 52817 201
48791 52845 203
48792 52811 175
48792 48797 75
48792 52813 75
48793 52848 201
48794 52846 203
48795 52841 203
48796 52816 200
48797 52812 182
48798 52815 203
48799 52825 203
48800 48801 77
48802 49566 365
48802 48803 34
48803 48836 199
48804 51105 130
48805 48806 27
48805 53623 49
48806 51646 62
48808 51493 23
48809 48810 98
48812 51925 20
48813 51924 14
48814 51390 41
48817 49457 68
48818 48820 13
48818 48819 12
48819 48820 377
48822 54278 1264
48823 48824 24
48823 49458 57
48824 52419 137
48826 48827 16
48827 48934 18
48828 51333 598
48829 51781 482
48829 50633 64
48830 53749 22
48831 54217 83
48832 48833 83
48835 48838 44
48835 51694 97
48836 51405 424
48837 48841 109
48837 48839 10
48838 48840 342
48840 48841 14
48842 48847 36
48843 48854 12
48844 48850 13
48844 48851 291
48844 48848 32
48845 48852 76
48845 48853 76
48846 48847 24
48848 48850 37
48848 52974 44
48849 48852 78
48849 48851 78
48850 48854 206
48853 52996 79
48857 48859 90
48858 52999 11
48860 55166 33
48860 48994 56
48861 49000 32
48861 48999 19
48862 48864 119
48863 48865 20
48864 53000 8
48867 48868 25
48869 52989 173
48870 52988 12
48873 48874 115
48873 48876 208
48875 48876 77
48876 52989 79
48879 55107 332
48880 51287 2395
48880 53346 55
48881 52828 237
48881 48882 79
48882 48884 79
48882 52827 237
48883 52830 237
48884 52826 237
48884 52370 79
48886 48893 29
48886 48887 24
48887 48888 22
48887 48893 16
48888 48889 9
48890 48892 28
48890 48891 20
48891 48892 36
48894 48895 15
48896 48897 47
48896 48898 110
48900 51479 153
48900 51482 52
48901 48904 83
48902 49660 78
48902 48904 82
48903 51521 249
48906 53006 7
48906 50273 138
48910 49748 31
48911 49185 53
48915 48916 46
48917 50273 13
48917 50271 398
48917 50099 39
48918 53008 48
48918 50099 12
48918 50273 45
48919 54632 10
48921 51533 224
48923 48924 17
48925 49359 27
48925 49991 47
48926 49334 94
48930 54106 559
48931 53270 135
48932 48933 224
48933 48935 42
48933 48936 37
48934 53278 64
48936 48937 79
48937 53278 80
48938 51530 193
48938 49491 40
48940 48941 22
48941 52861 142
48942 51329 71
48943 53204 332
48943 53205 73
48945 49492 37
48953 48955 84
48954 48957 9
48954 48956 75
48955 48957 213
48955 48958 237
48961 48963 61
48962 48963 33
48965 48977 193
48967 55123 361
48968 48969 80
48970 48971 452
48973 48974 25
48974 48976 35
48977 54427 11
48978 54123 225
48979 49709 209
48979 49628 284
48980 52202 60
48981 49463 100
48982 49463 8
48982 54585 81
48983 51201 203
48984 48984 197
48985 48986 79
48988 50367 66
48991 55092 368
48992 48995 58
48992 48993 103
48994 49585 55
48995 55166 11
48995 49585 26
48997 48998 43
48999 49000 19
49002 52278 293
49003 49003 48
49004 49006 24
49004 49007 33
49006 49008 40
49007 49008 94
49009 53805 9
49010 49011 43
49012 53928 209
49015 55202 158
49020 52187 11
49020 49963 154
49021 49025 101
49021 54977 101
49023 50818 102
49027 53103 47
49030 54167 144
49031 50203 66
49031 54350 65
49032 49033 182
49033 49034 197
49034 49035 212
49035 49036 69
49036 49037 42
49039 49040 99
49039 49708 108
49040 49041 74
49041 49042 78
49042 49043 90
49043 49044 24
49044 49046 102
49045 53511 58
49046 49047 107
49047 49048 118
49048 49049 85
49049 49050 103
49050 49051 93
49052 49053 22
49054 49055 116
49056 49057 129
49058 50674 79
49059 52019 9
49061 50994 28
49061 49062 80
49062 49063 90
49063 49064 123
49064 53157 104
49065 53157 186
49066 53610 144
49067 49068 79
49068 49070 51
49069 49070 12
49069 54013 64
49070 49071 243
49071 49072 112
49072 49263 9
49075 54535 42
49076 50818 94
49077 54527 48
49077 54528 42
49078 49079 158
49079 49080 239
49080 49081 79
49081 49082 152
49082 49083 75
49083 49084 77
49084 49085 79
49085 49090 48
49086 49087 118
49087 49088 17
49089 51517 22
49090 49091 10
49092 49093 118
49092 49363 104
49093 49094 79
49094 49095 110
49095 49096 99
49096 49097 123
49097 49098 88
49098 50147 309
49098 50148 53
49099 54532 78
49100 49101 80
49101 49102 80
49102 49103 83
49103 51167 12
49104 51167 79
49104 50835 144
49104 49105 110
49105 51242 157
49105 49106 53
49106 49107 86
49107 50129 162
49108 51226 111
49109 49118 121
49109 51225 123
49110 49359 44
49110 49358 45
49111 49112 57
49111 49764 13
49111 49763 137
49112 49113 76
49113 49114 61
49115 49765 74
49115 49116 10
49117 49118 84
49118 51225 12
49118 51226 18
49119 51225 12
49119 49120 62
49120 49121 78
49121 49122 78
49123 53158 26
49123 49374 74
49123 49375 58
49124 49125 118
49125 53131 84
49126 49128 106
49126 53130 76
49126 49127 12
49126 53131 5
49128 49129 77
49129 49130 82
49130 49131 83
49132 52445 6
49132 51715 28
49134 55232 46
49134 51759 45
49136 49643 176
49137 49640 138
49137 49138 139
49142 54928 68
49144 49145 76
49144 51629 86
49145 49146 136
49146 51132 164
49147 49148 75
49148 49413 41
49148 49412 56
49149 49412 42
49149 49152 286
49150 49151 49
49151 49152 99
49153 49154 32
49154 49155 148
49155 49156 93
49156 49157 44
49157 49158 78
49158 49159 262
49159 49160 76
49160 49161 80
49161 49162 77
49162 49163 79
49163 49164 79
49164 52056 78
49165 52056 113
49167 55216 33
49168 49169 10
49169 49170 120
49170 49171 78
49171 49172 79
49172 50589 222
49173 49174 23
49174 50037 39
49175 49176 60
49176 49177 59
49177 49178 102
49180 49181 57
49181 49182 168
49182 49183 235
49183 51643 284
49184 52897 38
49184 51378 47
49185 49687 21
49187 51250 417
49187 54387 687
49189 55226 55
49191 54932 30
49191 54931 30
49192 50133 48
49196 49308 190
49197 54508 106
49198 54509 9
49198 49546 104
49199 53406 174
49200 49201 89
49201 49202 64
49202 49203 199
49203 49204 81
49204 49205 84
49205 49206 92
49206 49207 86
49207 49208 72
49208 49209 84
49209 49210 95
49210 49211 71
49211 49212 85
49212 49213 81
49213 49214 86
49214 49215 84
49215 49216 86
49216 49217 70
49216 51518 16
49217 51104 60
49217 51518 76
49218 49219 78
49218 51104 22
49219 52896 80
49220 50649 39
49220 52897 83
49222 49819 78
